검색조건
대출기간,2024-01-01 ~ 2024-10-29
성별,전체
연령,전체
지역,전체
ISBN 부가기호,전체
주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2024-10-30
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"955","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ,그림: 홍종현","미래엔","2011","38","9788937838347","77400","400","6,422",
"956","급식왕 go","원작: 급식왕 ;그림: 구은미","북이십일","2020","4","9788950992187","74810","810","6,419",
"957","신비아파트 한자 귀신 2 - 저주의 대가","김강현 (지은이), 김기수 (그림), 김경익, 박상우 (감수)","서울문화사","2019","2","9788926382141","67400","711.4","6,415",
"958","(코믹 메이플스토리) 수학도둑 :언제 어디에서나 원리를 응용하여 문제를 격파하는 수학의 해결사!","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2021","87","9791164389902","67410","410","6,408",
"959","나도 상처 받지 않고 친구도 상처 받지 않는 말하기 연습 ","강승임 글 ;김규정 그림","위즈덤하우스","2023","","9791168125933","73190","189","6,403",
"960","브로콜리지만 사랑받고 싶어 ","별다름,서영 그림","키다리","2021","","9791157855506","77810","813.7","6,401",
"961","비밀의 보석 가게 마석관 4","히로시마 레이코 (지은이), 사타케 미호 (그림), 김정화 (옮긴이)","길벗스쿨","2023","4","9791164065608","","","6,397",
"961","(타키·포오의) 이세계 여행사","원작: 캐릭온TV ;그림: 이지운","대원키즈","2023","3","9791170626633","77810","810","6,397",
"963","순도 100퍼센트의 휴식 :박상영 에세이 ","지은이: 박상영","인플루엔셜","2023","","9791168341128","03810","814.7","6,396",
"964","구의 증명","최진영 (지은이)","은행나무","2023","","9791167372864","","","6,395",
"965","감정 레스토랑 ","글: 신은영 ;그림: 메","소원나무","2023","","9791193207192","74800","813.7","6,392",
"966","(코믹 메이플스토리) 수학도둑 :지식·능력·경험을 융합하여 정리하는 No.1 수학학습만화","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2018-2020","65","9788926381267","67410","410","6,391",
"967","우리는 모두 죽는다는 것을 기억하라 :삶의 다른 방식을 찾고 있는 당신에게 ","웨인 다이어 지음 ;정지현 옮김","Tornado(토네이도)","2019","","9791158511586","03190","199.1","6,388",
"967","천개산 패밀리","박현숙 글 ;길개 그림","특서주니어","2023","1","9791167030849","73810","813.7","6,388",
"969","(코믹 메이플스토리) 수학도둑 :지식·능력·경험을 융합하여 정리하는 No.1 수학학습만화","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2018-2020","68","9788926382288","67410","410","6,387",
"970","천하제일 치킨 쇼 ","이희정 글 ;김무연 그림","비룡소","2023","","9788949121994","74800","813.7","6,383",
"971","나만 그런 게 아니었어 ","요시타케 신스케 지음 ;이소담 옮김","김영사","2023","","9788934940982","03830","838","6,382",
"972","(설민석의) 삼국지 :누구나 쉽게 시작하고 모두가 빠져드는 이야기 ","지은이: 설민석","세계사","2019","1","9788933870792","04000","823.5","6,377",
"973","급식왕 go","원작: 급식왕 ;그림: 구은미","북이십일","2020","2","9788950992163","74810","810","6,376",
"973","벌써 마흔이 된 딸에게 :어떻게 살아야 하느냐고 묻는다면 ","한성희 지음","메이븐","2024","","9791190538657","03180","189","6,376",
"975","감정 호텔 :내 마음이 머무는 곳 ","리디아 브란코비치 글·그림 ;장미란 옮김","책읽는곰","2024","","9791158364519","77840","181","6,373",
"976","가난한 아이들은 어떻게 어른이 되는가 :빈곤과 청소년, 10년의 기록 ","강지나 지음","돌베개","2023","","9791192836355","03300","334.21","6,365",
"976","(설민석의) 우리 고전 대모험","글: 설민석,그림: 강신영","Dankkum i(단꿈아이)","2024","1","9791193031414","74810","813.5","6,365",
"976","백년허리 :백년 동안 간직할 허리 사용설명서 ","저자: 정선근","언탱글링","2021","2","9791197437311","03510","514.325","6,365",
"979","(코믹 메이플스토리) 수학도둑 :지식·능력·경험을 융합하여 정리하는 No.1 수학학습만화","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2018-2020","66","9788926379769","67410","410","6,363",
"980","만화 한국 신화 :어린이를 위한 우리 인문학","글: 박정효 ;김기수","다산북스","2023","1","9791130696614","77810","219","6,360",
"981","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","30","9791164134359","77080","507.5","6,356",
"981","코믹 메이플 스토리 수학도둑 96 - 국내 최초 수학논술만화","송도수 (지은이), 서정 엔터테인먼트 (그림), 여운방 (감수)","서울문화사","2023","96","9791169238182","","","6,356",
"983","내일은 실험왕 :본격 대결 과학실험 만화","글: 곰돌이 co. ;그림: 홍종현","대한교과서","2006-2008","2","9788937842191","77400","400","6,355",
"984","오지랖 도깨비 오지랑","김혜정 글 ;신민재 그림","다산북스","2022","2","9791130697659","74810","813.7","6,350",
"985","용선생 만화 한국사: ","글: 정상민,주성윤","사회평론","2016-2017","2","9788964359174","67900","911","6,349",
"986","상처 주는 말 하는 친구에게 똑똑하게 말하는 법 :화내지 않고, 참지 않고, 울지 않는 마법의 표현 59 ","김윤나 글 ;유영근 그림","북라이프","2023","","9791191013498","73190","189","6,348",
"986","설민석의 삼국지 대모험","원작: 나관중 ;만화: 스튜디오 담","Dankkum i(단꿈아이)","2021","16","9791193031490","77820","823.5","6,348",
"988","타키포오 코믹 어드벤처","원작: 캐릭온TV ;그림: 김규태","대원씨아이","2023","1","9791169794879","77810","810","6,346",
"989","나는 개다 ","백희나","책읽는곰","2019","","9791158361365","77810","813.7","6,342",
"990","부의 인문학 :슈퍼리치의 서재에서 찾아낸 부자의 길 ","브라운스톤 지음","Openmind(오픈마인드)","2019","","9788995563502","03320","327.04","6,341",
"991","꽁꽁꽁 캠핑 :윤정주 그림책 ","윤정주","책읽는곰","2023","98","9791158364120","77810","813.7","6,330",
"991","소원빵집 위시위시 베이커리","글: 안영은 ;최은선","한솔수북","2022","1","9791192686103","74810","813.7","6,330",
"993","마법천자문 :손오공의 한자 대탐험","글: 시리얼,홍거북","북이십일","2019","3","9788950976873","77720","711.4","6,328",
"993","위기 탈출 도감 ","스즈키 노리타케 글·그림 ;권남희 옮김","이아소","2024","","9791187113669","77830","833.6","6,328",
"995","왔구마 :고구마구마","글: 조주희,권고은","킨더랜드","2023","4","9791170820376","74810","813.7","6,327",
"996","(코믹 메이플스토리) 수학도둑 :지식·능력·경험을 융합하여 정리하는 No.1 수학학습만화","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2018-2020","76","9791164382446","67410","410","6,326",
"997","수상한 중고상점 :미치오 슈스케 장편소설 ","지은이: 미치오 슈스케 ;옮긴이: 김은모","다산북스","2022","","9791130689241","03830","833.6","6,314",
"998","(설민석의) 역사 고민 상담소 :역사 이야기로 고민을 해결하는 스토리텔링 한국사","글: 설민석,정주연","미래엔","2020","1","9791164136896","74910","911","6,311",
"999","(코믹 메이플스토리) 수학도둑 :지식·능력·경험을 융합하여 정리하는 No.1 수학학습만화","글: 송도수 ;그림: 서정 엔터테인먼트","서울문화사","2018-2020","63","9788926380932","67410","410","6,300",
"1000","내일은 발명왕 :본격 대결 과학발명 만화","글: 곰돌이 co. ;그림: 홍종현","Mirae N 아이세움","2011","2","9788937883293","77400","507.5","6,293",
